certificate_id,film_name,film_name_full,language,duration_mins,description,cut_no,deleted_mins,replaced_mins,inserted_mins,total_modified_time_mins,cert_date,cert_no,applicant,certifier,ai_cleaned_description,ai_action_types,ai_content_types,ai_media_elements,ai_reason,censored_item_index,censored_content,censored_reference,censored_action,censored_content_types,censored_media_element,censored_replacement
100010101700000464,MERI PYAARI BINDU,MERI PYAARI BINDU (HINDI) (Color) (2-D),Hindi,119.02,Change the disclaimer (Fiction) as discussed.,1,0.0,0.0,0.0,0.0,2017-05-05,DIL222017-MUM,,"Pahlaj Nihalani, Chairman, CBFC, Mumbai",Change the disclaimer (Fiction) as discussed.,replacement,social_commentary,text_title,,1,The disclaimer (Fiction) as discussed.,,replacement,social_commentary,text_title,string
100010101700000464,MERI PYAARI BINDU,MERI PYAARI BINDU (HINDI) (Color) (2-D),Hindi,119.02,"Add anti smoking disclaimer in the beginning, in the middle and smoking font, wherever smoking scene appears.",2,0.0,2.48333333333333,0.0,2.48,2017-05-05,DIL222017-MUM,,"Pahlaj Nihalani, Chairman, CBFC, Mumbai","Add anti smoking disclaimer in the beginning, in the middle and smoking font, wherever smoking scene appears.",warning_disclaimer;insertion,social_commentary,scene_visual;text_title;dialogue_speech;song_music,,1,Anti-smoking disclaimer,,insertion,social_commentary,scene_visual,
100010101700000464,MERI PYAARI BINDU,MERI PYAARI BINDU (HINDI) (Color) (2-D),Hindi,119.02,"Add anti smoking disclaimer in the beginning, in the middle and smoking font, wherever smoking scene appears.",2,0.0,2.48333333333333,0.0,2.48,2017-05-05,DIL222017-MUM,,"Pahlaj Nihalani, Chairman, CBFC, Mumbai","Add anti smoking disclaimer in the beginning, in the middle and smoking font, wherever smoking scene appears.",warning_disclaimer;insertion,social_commentary,scene_visual;text_title;dialogue_speech;song_music,,2,Anti-smoking disclaimer,,insertion,social_commentary,text_title,
100010101700000464,MERI PYAARI BINDU,MERI PYAARI BINDU (HINDI) (Color) (2-D),Hindi,119.02,"Add anti smoking disclaimer in the beginning, in the middle and smoking font, wherever smoking scene appears.",2,0.0,2.48333333333333,0.0,2.48,2017-05-05,DIL222017-MUM,,"Pahlaj Nihalani, Chairman, CBFC, Mumbai","Add anti smoking disclaimer in the beginning, in the middle and smoking font, wherever smoking scene appears.",warning_disclaimer;insertion,social_commentary,scene_visual;text_title;dialogue_speech;song_music,,3,Anti-smoking disclaimer,,insertion,social_commentary,dialogue_speech,
100010101700000464,MERI PYAARI BINDU,MERI PYAARI BINDU (HINDI) (Color) (2-D),Hindi,119.02,"Add anti smoking disclaimer in the beginning, in the middle and smoking font, wherever smoking scene appears.",2,0.0,2.48333333333333,0.0,2.48,2017-05-05,DIL222017-MUM,,"Pahlaj Nihalani, Chairman, CBFC, Mumbai","Add anti smoking disclaimer in the beginning, in the middle and smoking font, wherever smoking scene appears.",warning_disclaimer;insertion,social_commentary,scene_visual;text_title;dialogue_speech;song_music,,4,Anti-smoking disclaimer,,insertion,social_commentary,song_music,
100010101700000464,MERI PYAARI BINDU,MERI PYAARI BINDU (HINDI) (Color) (2-D),Hindi,119.02,"Add anti smoking disclaimer in the beginning, in the middle and smoking font, wherever smoking scene appears.",2,0.0,2.48333333333333,0.0,2.48,2017-05-05,DIL222017-MUM,,"Pahlaj Nihalani, Chairman, CBFC, Mumbai","Add anti smoking disclaimer in the beginning, in the middle and smoking font, wherever smoking scene appears.",warning_disclaimer;insertion,social_commentary,scene_visual;text_title;dialogue_speech;song_music,,5,Smoking font,,insertion,social_commentary,scene_visual,
100010101700000464,MERI PYAARI BINDU,MERI PYAARI BINDU (HINDI) (Color) (2-D),Hindi,119.02,"Submit NOC from AWBI, Chennai.",3,0.0,0.0,0.0,0.0,2017-05-05,DIL222017-MUM,,"Pahlaj Nihalani, Chairman, CBFC, Mumbai","Submit NOC from AWBI, Chennai.",deletion,social_commentary,text_title,,1,"Submit NOC from AWBI, Chennai.",,deletion,social_commentary,text_title,
100010101700000464,MERI PYAARI BINDU,MERI PYAARI BINDU (HINDI) (Color) (2-D),Hindi,119.02,Blur the liquor label wherever seen and name of brands wherever it occurs,4,0.0,0.0,0.0,0.0,2017-05-05,DIL222017-MUM,,"Pahlaj Nihalani, Chairman, CBFC, Mumbai",Blur the liquor label wherever seen and name of brands wherever it occurs,visual_blur;replacement,substance_brand,brand_logo;text_title,,1,liquor label,,visual_blur,substance_brand,brand_logo,blurred
100010101700000464,MERI PYAARI BINDU,MERI PYAARI BINDU (HINDI) (Color) (2-D),Hindi,119.02,Blur the liquor label wherever seen and name of brands wherever it occurs,4,0.0,0.0,0.0,0.0,2017-05-05,DIL222017-MUM,,"Pahlaj Nihalani, Chairman, CBFC, Mumbai",Blur the liquor label wherever seen and name of brands wherever it occurs,visual_blur;replacement,substance_brand,brand_logo;text_title,,2,brand names,,replacement,substance_brand,text_title,redacted
100010101700000464,MERI PYAARI BINDU,MERI PYAARI BINDU (HINDI) (Color) (2-D),Hindi,119.02,Delete the word Booby from Booby Massi and replaced with Bhobhi wherever it occurs.,5,0.0,0.0,0.0,0.0,2017-05-05,DIL222017-MUM,,"Pahlaj Nihalani, Chairman, CBFC, Mumbai",Delete the word Booby from Booby Massi and replaced with Bhobhi wherever it occurs.,replacement,profanity,dialogue_speech,,1,The word Booby from Booby Massi,Booby,replacement,profanity,dialogue_speech,Bhobhi
